510.6144104,635.4666138,970.4547729,508.2304993
514.1004028,564.0671997,919.869873,506.6601868
510.4750061,574.9252319,882.7645264,503.9908142
514.6140137,586.6956787,853.1843872,520.62323
522.5767822,596.7474976,790.7017212,540.121521
537.4567871,635.6911621,755.1777954,535.1799927
532.0137939,665.4332886,756.1685791,517.3516846
504.8918152,676.1079102,770.1489258,529.4940796
505.1828003,681.5423584,815.5316162,562.2324829
504.2880859,680.1513672,823.2401733,610.2758789
540.3770142,673.0452271,824.2329102,635.2131958
541.2244873,650.93927,826.1008911,653.4359131
547.3538818,638.1072388,789.4235229,688.5083008
560.2733765,610.5455322,763.022522,695.885498
558.4752197,605.7494507,716.7321777,701.4990234
571.550415,566.1481934,673.6887207,704.3508301
569.6970215,574.4096069,652.0321045,676.4655151
548.6151733,569.5215454,635.9926147,640.4467773
530.1381836,557.8447876,612.1604004,608.4296875
525.0167847,550.8331299,609.5407715,591.1884155
517.4240723,565.8251343,612.4968872,584.24823
516.7631226,557.0123291,599.9730225,580.8494873
498.2471924,539.7463379,552.8771973,579.1223145
471.249115,516.3859863,543.8690186,584.3886719
473.4096069,508.8500977,527.8447876,529.3779297
469.7167053,508.9848022,506.9978943,483.6068115
466.478302,478.3628845,484.6478882,456.3778076
466.478302,457.6567993,459.6123047,408.6026001
466.478302,445.571228,433.2019043,412.4749146
466.478302,424.6541138,425.4371948,411.5103149
466.478302,410.8248901,426.1672974,423.3252869
466.478302,403.0786133,403.3327026,426.5419006
466.478302,396.2177124,351.6087952,432.213501
466.478302,387.9663696,300.111908,423.8568115
466.478302,378.6230164,251.6195984,379.3399963
466.478302,372.1524048,202.763504,299.8435059
466.478302,325.2489014,193.1791992,219.5991058
466.478302,295.615509,231.8641968,171.0686951
466.478302,269.4835205,265.1364136,151.7490997
466.478302,261.4532166,324.4753113,147.7317963
466.478302,260.8115845,381.6138916,142.3553925
466.478302,289.5637817,435.8673096,148.0975037
401.3369141,299.9857788,498.9176941,153.5182953
404.0649109,303.7166443,553.4758911,150.4629059
397.0692139,311.8422852,575.8488159,144.4694061
364.290802,316.4105835,590.7293091,151.7541962
352.1669922,344.0214844,618.6334839,145.6313934
346.3651123,353.2746887,604.232605,133.4938965
367.524292,376.4960938,612.6651001,110.1047974
395.3826904,392.1311035,681.7163696,113.0195007
434.6547852,419.9064026,717.7177734,106.6648026
465.0083923,414.4184875,712.421875,128.8551025
493.5256042,440.678894,762.5974121,173.9629059
543.5059814,453.4153137,857.0272217,218.2577972
567.7360229,492.189209,864.5878296,291.1763916
585.0515747,482.047699,929.5861206,320.5747986
608.9453125,525.5634766,996.036377,338.9877014
642.4802856,546.0861816,1065.31604,383.5795898
664.1248779,506.5010986,1141.47937,415.8352966
691.3873901,550.5872803,1190.140137,470.442688
694.1680298,577.4368896,1257.567505,521.4979248
706.3336182,599.9893799,1306.744263,510.2872925
746.0667725,601.8997192,1350.976929,455.9585876
774.6287842,631.3718262,1346.700439,465.7059937
809.9567871,653.9019165,1357.875488,501.5440979
859.4376221,641.911499,1323.730591,540.6936035
917.4188843,653.3110962,1339.62561,547.0233154
967.8582764,676.2938232,1285.473022,530.012207
1015.768372,696.6439819,1238.975586,560.6829224
1032.645996,706.2769775,1193.749878,570.3660889
997.9005127,702.0161133,1127.286743,567.3937988
986.8381958,718.3803101,1115.761475,556.2832031
950.9641724,718.5249023,1087.181396,541.6049805
939.425415,696.9210815,1042.548706,540.0587158
921.7758179,674.4876709,967.8582764,524.4478149
858.3928833,673.3496704,921.1685791,519.7250977
838.2564697,645.1409912,845.5189209,555.3867798
836.3057861,655.1832886,785.4733887,618.727478
814.670105,621.1693726,752.0637207,690.4096069
787.4641113,597.2069702,715.0780029,772.5744019
761.5825806,576.1334229,692.5229492,774.8737183
745.1456299,539.5457764,687.9180298,775.9251099
729.2177734,537.5739746,673.2838745,791.6873169
759.940918,549.322876,644.8946533,774.8775024
782.4697876,488.6856079,660.6611328,748.2799072
803.65448,491.3861084,659.8792114,763.1807251
822.1923828,491.493988,656.9632568,794.8383789
854.7166138,485.9395142,678.5509033,817.7338867
841.0332031,494.3304138,674.9776001,816.9985962
845.1312256,506.5754089,672.2255249,832.2103271
797.8405762,514.4160767,657.1929321,846.9650879
758.9348145,498.2078857,653.3745117,858.3491211
738.2410889,495.8826904,658.4656982,911.9091187
731.2156982,503.4303894,658.6157227,946.7888794
733.3984985,505.9407043,648.3258667,934.9229736
745.3582764,510.190094,638.8650513,980.7404785
